npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_mi,nppes_credentials,nppes_provider_gender,nppes_entity_code,nppes_provider_street1,nppes_provider_street2,nppes_provider_city,nppes_provider_zip,nppes_provider_state,nppes_provider_country,provider_type,medicare_participation_indicator,place_of_service,hcpcs_code,hcpcs_description,hcpcs_drug_indicator,line_srvc_cnt,bene_unique_cnt,bene_day_srvc_cnt,average_medicare_allowed_amt,average_submitted_chrg_amt,average_medicare_payment_amt,average_medicare_standard_amt
1013203462,MOGHADAM,SARA,,M.D.,F,I,39394 DUPONT BLVD,,SELBYVILLE,191753040,DE,US,Dermatology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,430,430,430,111.53,277,73.70465116,72.03525581
1013203462,MOGHADAM,SARA,,M.D.,F,I,39394 DUPONT BLVD,,SELBYVILLE,191753040,DE,US,Dermatology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,107,85,107,44.78,112,32.83457944,32.56028037
1013203462,MOGHADAM,SARA,,M.D.,F,I,39394 DUPONT BLVD,,SELBYVILLE,191753040,DE,US,Dermatology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,679,495,679,75.14,187,54.07462445,52.95060383
1013203462,MOGHADAM,SARA,,M.D.,F,I,39394 DUPONT BLVD,,SELBYVILLE,191753040,DE,US,Dermatology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,349,276,349,110.65,276,83.3830086,81.45971347
1013275817,QURESHI,RABIA,M,MD,F,I,111 CONTINENTAL DR,SUITE 406,NEWARK,197134306,DE,US,Family Practice,Y,F,99217,Hospital observation care discharge,N,17,17,17,74.97,178.3529412,58.78,57.54
1013290162,SEPTER,MICHELLE,D,FNP-BC,F,I,4755 OGLETOWN STANTON RD,,NEWARK,197182200,DE,US,Nurse Practitioner,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,14,14,14,22.07,62.7,17.31,16.94
1013342757,COLLINS,LEIA,L,PA-C,F,I,4735 OGLETOWN- STANTON RD MAP 2 SUITE 1208,,NEWARK,197132072,DE,US,Physician Assistant,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,23,20,23,22.07,45.6,15.05217391,14.73043478
1013342757,COLLINS,LEIA,L,PA-C,F,I,4735 OGLETOWN- STANTON RD MAP 2 SUITE 1208,,NEWARK,197132072,DE,US,Physician Assistant,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,314,163,314,44.74,104.88,31.91914013,31.25417198
1013357375,THOMAS,KENDOL,K,M.D.,M,I,100 RAWLINS DR,NANTICOKE PHYSICIAN NETWORK,SEAFORD,199735881,DE,US,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,16,16,16,170.04,283,125.17625,122.10625
1013357375,THOMAS,KENDOL,K,M.D.,M,I,100 RAWLINS DR,NANTICOKE PHYSICIAN NETWORK,SEAFORD,199735881,DE,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,35,30,35,75.14,123,58.91,57.54
1013357375,THOMAS,KENDOL,K,M.D.,M,I,100 RAWLINS DR,NANTICOKE PHYSICIAN NETWORK,SEAFORD,199735881,DE,US,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,106,74,106,110.65,183,86.60877359,84.62877359
1013469162,THOMPSON,TARA,,,F,I,3311 SOCIETY DR,,CLAYMONT,197031711,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,29,29,29,53.24862069,54.75724138,41.74413793,48.91
1013913292,HALL,SCOTT,W,MD,M,I,4701 OGLETOWN STANTON RD,STE 4200,NEWARK,197132055,DE,US,Hematology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,20,20,20,111.53,238.35,82.9625,80.9585
1013913292,HALL,SCOTT,W,MD,M,I,4701 OGLETOWN STANTON RD,STE 4200,NEWARK,197132055,DE,US,Hematology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,37,37,37,170.04,341.25,118.4545946,115.3848649
1013913292,HALL,SCOTT,W,MD,M,I,4701 OGLETOWN STANTON RD,STE 4200,NEWARK,197132055,DE,US,Hematology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,177,157,177,75.14,144.9,49.5419774,48.95242938
1013913292,HALL,SCOTT,W,MD,M,I,4701 OGLETOWN STANTON RD,STE 4200,NEWARK,197132055,DE,US,Hematology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,275,138,275,110.65,210,77.83585455,76.6236
1013913292,HALL,SCOTT,W,MD,M,I,4701 OGLETOWN STANTON RD,STE 4200,NEWARK,197132055,DE,US,Hematology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,48,16,48,149.08,366.85,114.4352083,111.86
1013938737,BARTON,JEFFREY,C,DPM,M,I,200 BANNING ST,SUITE 360,DOVER,199043485,DE,US,Podiatry,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,157,157,157,75.5,110,49.36936306,50.15025478
1013938737,BARTON,JEFFREY,C,DPM,M,I,200 BANNING ST,SUITE 360,DOVER,199043485,DE,US,Podiatry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,312,312,312,109.3,150,76.54730769,76.70929487
1013938737,BARTON,JEFFREY,C,DPM,M,I,200 BANNING ST,SUITE 360,DOVER,199043485,DE,US,Podiatry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,421,331,421,43.88,65,31.07781473,31.0923753
1013938737,BARTON,JEFFREY,C,DPM,M,I,200 BANNING ST,SUITE 360,DOVER,199043485,DE,US,Podiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,464,323,464,73.64,90,53.57329741,54.05131466
1013961663,DAVOLOS,CHRISTOPHER,P,OD,M,I,213 GREENHILL AVE,SUITE A,WILMINGTON,198051844,DE,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,315,196,315,75.11155556,82.96825397,52.99946032,51.75657143
1013961663,DAVOLOS,CHRISTOPHER,P,OD,M,I,213 GREENHILL AVE,SUITE A,WILMINGTON,198051844,DE,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,130,109,130,110.5671539,125.9461539,77.70969231,75.97761539
1013964964,BIANCHI,ALESSANDRO,,D.O.,M,I,6300 LIMESTONE RD,SUITE C,HOCKESSIN,197079178,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,968,470,968,110.65,219.927686,74.13646694,72.53432851
1013964964,BIANCHI,ALESSANDRO,,D.O.,M,I,6300 LIMESTONE RD,SUITE C,HOCKESSIN,197079178,DE,US,Family Practice,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,20,20,20,170.04,340,106.903,103.8335
1013964964,BIANCHI,ALESSANDRO,,D.O.,M,I,6300 LIMESTONE RD,SUITE C,HOCKESSIN,197079178,DE,US,Family Practice,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,15,15,15,213.22,425,158.4933333,154.7033333
1013964964,BIANCHI,ALESSANDRO,,D.O.,M,I,6300 LIMESTONE RD,SUITE C,HOCKESSIN,197079178,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,942,442,941,75.14,150,48.75326964,47.63658174
1013964964,BIANCHI,ALESSANDRO,,D.O.,M,I,6300 LIMESTONE RD,SUITE C,HOCKESSIN,197079178,DE,US,Family Practice,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,61,56,61,149.08,300,104.414918,104.1344262
1013964964,BIANCHI,ALESSANDRO,,D.O.,M,I,6300 LIMESTONE RD,SUITE C,HOCKESSIN,197079178,DE,US,Family Practice,Y,O,G0402,"Initial preventive physical examination; face-to-face visit, services limited to new beneficiary during the first 12 months of medicare enrollment",N,40,40,40,170.939,337.5,167.518,164.21
1013964964,BIANCHI,ALESSANDRO,,D.O.,M,I,6300 LIMESTONE RD,SUITE C,HOCKESSIN,197079178,DE,US,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,35,35,35,176.55,349.7142857,173.02,169.13
1013964964,BIANCHI,ALESSANDRO,,D.O.,M,I,6300 LIMESTONE RD,SUITE C,HOCKESSIN,197079178,DE,US,Family Practice,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,312,312,312,119.88,241.025641,117.48,114.74
1013970847,DAVIS BROWN,ANGELA,D,M.D.,F,I,2600 GLASGOW AVE,SUITE 124,NEWARK,197024773,DE,US,Family Practice,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,16,16,16,170.04,260.25,103.01625,99.946875
1013970847,DAVIS BROWN,ANGELA,D,M.D.,F,I,2600 GLASGOW AVE,SUITE 124,NEWARK,197024773,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,174,128,174,75.14,113.9195402,46.22471264,48.52706897
1013970847,DAVIS BROWN,ANGELA,D,M.D.,F,I,2600 GLASGOW AVE,SUITE 124,NEWARK,197024773,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,916,354,916,110.65,167.1026201,71.00105895,73.26865721
1013977230,BOYLAND,JAMES,P,O. D.,M,I,885 S GOVERNORS AVE,,DOVER,199044158,DE,US,Optometry,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,15,15,15,109.3,125,76.80533333,76.46933333
1013977230,BOYLAND,JAMES,P,O. D.,M,I,885 S GOVERNORS AVE,,DOVER,199044158,DE,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,15,15,15,73.64,105.6666667,57.73,57.54
1013977230,BOYLAND,JAMES,P,O. D.,M,I,885 S GOVERNORS AVE,,DOVER,199044158,DE,US,Optometry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,43,40,43,108.44,144.2093023,77.10209302,76.88441861
1013995059,BITTNER-FAGAN,HEATHER,,MD,F,I,1401 FOULK RD,SUITE 100B,WILMINGTON,198032763,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,84,58,84,52.63,92.64285714,35.66666667,35.79130952
1013995059,BITTNER-FAGAN,HEATHER,,MD,F,I,1401 FOULK RD,SUITE 100B,WILMINGTON,198032763,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,81,40,81,80.75,147.3703704,56.05925926,55.60555556
1023012515,MASHEK,HELEN,A,MD,F,I,537 STANTON CHRISTIANA RD,SUITE # 207,NEWARK,197132146,DE,US,Dermatology,Y,O,99201,"New patient office or other outpatient visit, typically 10 minutes",N,15,15,15,45.17,62,33.05866667,32.228
1023012515,MASHEK,HELEN,A,MD,F,I,537 STANTON CHRISTIANA RD,SUITE # 207,NEWARK,197132146,DE,US,Dermatology,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,60,60,60,77.04,96,48.44466667,47.23633333
1023012515,MASHEK,HELEN,A,MD,F,I,537 STANTON CHRISTIANA RD,SUITE # 207,NEWARK,197132146,DE,US,Dermatology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,55,55,55,111.53,138,70.742,68.97781818
1023012515,MASHEK,HELEN,A,MD,F,I,537 STANTON CHRISTIANA RD,SUITE # 207,NEWARK,197132146,DE,US,Dermatology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,110,90,110,44.78,58,31.95581818,31.14254546
1023012515,MASHEK,HELEN,A,MD,F,I,537 STANTON CHRISTIANA RD,SUITE # 207,NEWARK,197132146,DE,US,Dermatology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,343,254,343,75.14,88,52.01367347,51.13335277
1023012515,MASHEK,HELEN,A,MD,F,I,537 STANTON CHRISTIANA RD,SUITE # 207,NEWARK,197132146,DE,US,Dermatology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,731,601,731,110.65,132,76.71435021,75.19088919
1023057106,MERRICK,HELEN,A,"APRN, BC",F,I,20251 JOHN J WILLIAMS HWY,,LEWES,199584314,DE,US,Nurse Practitioner,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,38,38,38,94.8,221.2105263,67.04447368,65.40473684
1023057106,MERRICK,HELEN,A,"APRN, BC",F,I,20251 JOHN J WILLIAMS HWY,,LEWES,199584314,DE,US,Nurse Practitioner,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,63,62,63,38.06,65.3968254,23.88142857,23.29063492
1023057106,MERRICK,HELEN,A,"APRN, BC",F,I,20251 JOHN J WILLIAMS HWY,,LEWES,199584314,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,1013,778,1013,63.87,108.8272458,44.39623889,43.64182626
1023057106,MERRICK,HELEN,A,"APRN, BC",F,I,20251 JOHN J WILLIAMS HWY,,LEWES,199584314,DE,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,905,674,905,94.05,150,64.69074033,63.23781216
1023057106,MERRICK,HELEN,A,"APRN, BC",F,I,20251 JOHN J WILLIAMS HWY,,LEWES,199584314,DE,US,Nurse Practitioner,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,47,47,47,150.07,246,147.07,143.76
1023057106,MERRICK,HELEN,A,"APRN, BC",F,I,20251 JOHN J WILLIAMS HWY,,LEWES,199584314,DE,US,Nurse Practitioner,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,23,23,23,101.9,165,99.86,97.53
1023066404,PUTNAM,SAMUEL,G,MD,M,I,4755 OGLETOWN SANTON ROAD,SUITE 1E20,NEWARK,19718,DE,US,Interventional Radiology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,15,13,15,80.75,166.44,63.31,62.03
1023080520,BHAGAT,KUNAL,P,MD,M,I,111 CONTINENTAL DR,SUITE 406,NEWARK,197134306,DE,US,Internal Medicine,Y,F,99217,Hospital observation care discharge,N,36,36,36,74.97,177.3333333,57.86944444,56.62944444
1023088333,OLIVER,LAURA,L,PA-C,F,I,3401 BRANDYWINE PKWY,STE 101,WILMINGTON,198031554,DE,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,13,13,13,62.59,371.8461539,42.41692308,46.97230769
1023089489,O'CONNOR,STEFAN,S,M.D.,M,I,2055 LIMESTONE RD,SUITE 103,WILMINGTON,198085536,DE,US,Ophthalmology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,513,134,513,72.17,88,51.9379922,53.43766082
1023089489,O'CONNOR,STEFAN,S,M.D.,M,I,2055 LIMESTONE RD,SUITE 103,WILMINGTON,198085536,DE,US,Ophthalmology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,694,261,694,106.27,125,73.26322767,75.16206052
1023105822,DAVIS,EILEEN,M,D.O.,F,I,201 W MARKET ST,,GEORGETOWN,19947,DE,US,Family Practice,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,42,32,42,20.57,50,13.8602381,13.49904762
1023105822,DAVIS,EILEEN,M,D.O.,F,I,201 W MARKET ST,,GEORGETOWN,19947,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,418,202,418,75.14,100,52.15992823,50.91488038
1023105822,DAVIS,EILEEN,M,D.O.,F,I,201 W MARKET ST,,GEORGETOWN,19947,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,805,327,805,110.65,150,75.01658385,73.23956522
1023133618,KLUCHNIK,GEORGE,M,MD,M,I,424 SAVANNAH RD,,LEWES,199581462,DE,US,Internal Medicine,Y,F,99219,Hospital observation care typically 50 minutes,N,94,94,94,139.58,268.5744681,105.5682979,104.8547872
1023180932,DONLICK,ROBERT,C,D.O,M,I,210 CLAYTON AVENUE,,CLAYTON,199381145,DE,US,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,80,61,80,44.76875,65.5625,32.281375,31.75625
1023180932,DONLICK,ROBERT,C,D.O,M,I,210 CLAYTON AVENUE,,CLAYTON,199381145,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,1425,390,1425,75.10197895,79.11929825,46.83381754,46.25901053
1023180932,DONLICK,ROBERT,C,D.O,M,I,210 CLAYTON AVENUE,,CLAYTON,199381145,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,306,181,306,110.5209477,114.9183007,80.94643791,79.7096732
1023256955,ROSSI,BETH,A,PA-C,F,I,8468 HERRING RUN RD,,SEAFORD,199735763,DE,US,Physician Assistant,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,19,19,19,64.17,107.8947368,45.92052632,47.49052632
1023256955,ROSSI,BETH,A,PA-C,F,I,8468 HERRING RUN RD,,SEAFORD,199735763,DE,US,Physician Assistant,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,23,23,23,92.9,150,66.56652174,66.28869565
1023256955,ROSSI,BETH,A,PA-C,F,I,8468 HERRING RUN RD,,SEAFORD,199735763,DE,US,Physician Assistant,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,17,17,17,141.64,200,111.04,110.71
1023256955,ROSSI,BETH,A,PA-C,F,I,8468 HERRING RUN RD,,SEAFORD,199735763,DE,US,Physician Assistant,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,11,11,11,177.62,250,135.3145455,134.9254546
1023256955,ROSSI,BETH,A,PA-C,F,I,8468 HERRING RUN RD,,SEAFORD,199735763,DE,US,Physician Assistant,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,42,39,42,37.3,60,25.06285714,24.94285714
1023256955,ROSSI,BETH,A,PA-C,F,I,8468 HERRING RUN RD,,SEAFORD,199735763,DE,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,99,90,99,62.59,80,44.15969697,44.33646465
1023256955,ROSSI,BETH,A,PA-C,F,I,8468 HERRING RUN RD,,SEAFORD,199735763,DE,US,Physician Assistant,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,79,68,79,92.17,125,65.35392405,67.46911392
1023256955,ROSSI,BETH,A,PA-C,F,I,8468 HERRING RUN RD,,SEAFORD,199735763,DE,US,Physician Assistant,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,30,23,30,124.19,190,94.11466667,93.873
1023278694,MORGAN-GOUVEIA,MELISSA,D,MD,F,I,501 W 14TH ST,WILMINGTON HOSPITAL - ADULT MEDICINE OFFICE,WILMINGTON,198011013,DE,US,Geriatric Medicine,Y,F,99204,"New patient office or other outpatient visit, typically 45 minutes",N,22,22,22,134.23,261.0454546,85.10681818,86.50272727
1023278694,MORGAN-GOUVEIA,MELISSA,D,MD,F,I,501 W 14TH ST,WILMINGTON HOSPITAL - ADULT MEDICINE OFFICE,WILMINGTON,198011013,DE,US,Geriatric Medicine,Y,F,99205,"New patient office or other outpatient visit, typically 60 minutes",N,14,14,14,174.46,340,118.6821429,115.7935714
1023278694,MORGAN-GOUVEIA,MELISSA,D,MD,F,I,501 W 14TH ST,WILMINGTON HOSPITAL - ADULT MEDICINE OFFICE,WILMINGTON,198011013,DE,US,Geriatric Medicine,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,46,43,46,52.63,92,33.1873913,32.50369565
1023278694,MORGAN-GOUVEIA,MELISSA,D,MD,F,I,501 W 14TH ST,WILMINGTON HOSPITAL - ADULT MEDICINE OFFICE,WILMINGTON,198011013,DE,US,Geriatric Medicine,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,221,132,221,80.75,146.3031674,56.93045249,55.83307692
1023278694,MORGAN-GOUVEIA,MELISSA,D,MD,F,I,501 W 14TH ST,WILMINGTON HOSPITAL - ADULT MEDICINE OFFICE,WILMINGTON,198011013,DE,US,Geriatric Medicine,Y,F,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,19,14,19,114.39,224.5789474,87.32631579,85.49684211
1023289964,GARDNER,BRADLEY,W,O.D.,M,I,5301 LIMESTONE RD,SUITE 128,WILMINGTON,198081250,DE,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,86,65,86,43.88,45,28.89686047,29.34906977
1023305513,GARDINER,SHERRY,P,FNP-BC,F,I,28511 DUPONT BLVD,,MILLSBORO,199664787,DE,US,Nurse Practitioner,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,43,43,43,65.46,189.3255814,41.96186047,40.94883721
1023305513,GARDINER,SHERRY,P,FNP-BC,F,I,28511 DUPONT BLVD,,MILLSBORO,199664787,DE,US,Nurse Practitioner,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,16,16,16,94.65,270.125,70.156875,68.486875
1023305513,GARDINER,SHERRY,P,FNP-BC,F,I,28511 DUPONT BLVD,,MILLSBORO,199664787,DE,US,Nurse Practitioner,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,35,34,35,38.07542857,112,28.99485714,28.27828571
1023305513,GARDINER,SHERRY,P,FNP-BC,F,I,28511 DUPONT BLVD,,MILLSBORO,199664787,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,205,187,205,63.8755122,187,46.8415122,45.88804878
1023305513,GARDINER,SHERRY,P,FNP-BC,F,I,28511 DUPONT BLVD,,MILLSBORO,199664787,DE,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,77,77,77,94.05220779,275.0649351,72.39142857,70.73324675
1023305513,GARDINER,SHERRY,P,FNP-BC,F,I,28511 DUPONT BLVD,,MILLSBORO,199664787,DE,US,Nurse Practitioner,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,29,29,29,101.9,291,99.86,97.53
